review_number,revision_number,status,author,url,close_date,close_time
6818,8,Rejected,Andreas Short,http://review.couchbase.org/#/c/6818/8,2011-06-08,07:35:30.907000000
6819,8,Rejected,Andreas Short,http://review.couchbase.org/#/c/6819/8,2011-06-08,07:35:51.990000000
6820,8,Rejected,Andreas Short,http://review.couchbase.org/#/c/6820/8,2011-06-08,07:36:27.684000000
6821,8,Rejected,Andreas Short,http://review.couchbase.org/#/c/6821/8,2011-06-08,07:36:57.035000000
6822,8,Rejected,Andreas Short,http://review.couchbase.org/#/c/6822/8,2011-06-08,07:37:23.675000000
6823,8,Rejected,Andreas Short,http://review.couchbase.org/#/c/6823/8,2011-06-08,07:37:43.461000000
6824,8,Rejected,Andreas Short,http://review.couchbase.org/#/c/6824/8,2011-06-08,07:38:00.149000000
6825,8,Rejected,Andreas Short,http://review.couchbase.org/#/c/6825/8,2011-06-08,07:38:13.919000000
6826,8,Rejected,Andreas Short,http://review.couchbase.org/#/c/6826/8,2011-06-08,07:38:29.210000000
6827,1,Rejected,Andreas Short,http://review.couchbase.org/#/c/6827/1,2011-06-06,20:48:00.523000000
6847,1,Rejected,Andreas Short,http://review.couchbase.org/#/c/6847/1,2011-06-08,08:10:46.546000000
6849,4,Rejected,Andreas Short,http://review.couchbase.org/#/c/6849/4,2011-06-08,07:38:53.012000000
6853,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/6853/1,2011-06-08,06:09:20.608000000
6854,1,DirectlyApprove,Alonzo Keller,http://review.couchbase.org/#/c/6854/1,2011-06-08,07:46:06.119000000
6855,1,DirectlyApprove,Alonzo Keller,http://review.couchbase.org/#/c/6855/1,2011-06-08,07:46:24.870000000
6856,1,DirectlyApprove,Alonzo Keller,http://review.couchbase.org/#/c/6856/1,2011-06-08,07:46:59.760000000
6857,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6857/1,2011-06-08,07:47:23.731000000
6858,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6858/1,2011-06-08,07:47:44.173000000
6859,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6859/1,2011-06-08,07:48:06.552000000
6860,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6860/1,2011-06-08,07:48:42.927000000
